### description, bullard_sense_option, z_top, z_base, R_T_fit_option, q, sigma_q, q_round, sigma_q_round, Q, sigma_Q, Q_round, sigma_Q_round, c, sigma_c, c_round, sigma_c_round, invq, sigma_invq, invc, sigma_invc
### values, downward, 48.150000, 339.160000, T_versus_R, 0.053380, 0.000574, 0.053400, 0.000600, 53.379815, 0.573525, 53.400000, 0.600000, 8.379130, 0.083012, 8.380000, 0.080000, nan, nan, nan, nan
zTk_m,zTk_error_m,T,T_error,R1_downward,sigma_R1_downward
48.15,1,10.618702986760207,0.25,36.47727272727273,5.578538967048922
52.71,1,10.726205484990146,0.2500000000000001,39.71131528046422,5.686520493286447
58.48,1,10.914943906075386,0.25,44.25462236707839,5.838529907316085
61.92,1,10.962507086123694,0.24999999999999997,46.51778026181523,5.919692366940609
65.92,1,11.120419455725417,0.25000000000000006,48.85696154836494,5.983442111201998
69.12,1,11.188028937407143,0.25,50.54117207468073,6.032165962801488
74.19,1,11.331506455677781,0.25,53.54117207468072,6.10027276462822
80.08,1,11.504348343486894,0.25,57.8720544276219,6.220954688760262
85.08,1,11.652296171177426,0.25000000000000006,61.273414971839586,6.311891454084191
90.1,1,11.787307804089547,0.2499999999999999,64.80862623944522,6.409349564484519
96.09,1,11.97902055795264,0.25000000000000006,69.02693609860016,6.513418210933375
99.98,1,12.11075816655424,0.25,71.86635215699432,6.607724641109423
105.25,1,12.309459345212597,0.25,75.24455728519945,6.68366898328748
110.71,1,12.498573936876724,0.24999999999999994,79.61255728519944,6.814680060909617
114.42,1,12.63177265266011,0.25000000000000006,81.82089061853279,6.871506083342149
120.4,1,12.849133411122617,0.25000000000000006,86.4208906185328,6.992986215375929
125.08,1,13.033657246951769,0.25,89.20660490424707,7.05127316199419
128.3,1,13.159314823266259,0.2500000000000001,90.937787699946,7.094589914408125
131.21,1,13.274114659219157,0.2500000000000001,92.65968119107026,7.146676545353008
134.87,1,13.406532170231479,0.25000000000000006,94.87786300925208,7.2029088512001795
137.74,1,13.509664457109539,0.24999999999999994,96.59642588350358,7.255438286264583
148.85,1,13.926903968380701,0.25,105.41388620096389,7.473956067908931
155.29,1,14.183155638683933,0.25,109.7360338519706,7.556286015300359
159.08,1,14.326472691113388,0.25000000000000006,111.88944294287971,7.602828442244614
164.26,1,14.498758457629366,0.24999999999999994,115.36595300999379,7.676041870866425
170.08,1,14.696605961822309,0.25000000000000006,119.04949731379126,7.742104462728683
173.9,1,14.828688971884374,0.25000000000000006,121.24489961264183,7.788738588678984
177.53,1,14.959642858452158,0.24999999999999997,122.83700487579972,7.814645674854966
180.45,1,15.064568508117631,0.25000000000000006,124.89334290396873,7.883174259164978
184.09,1,15.194473936554095,0.25000000000000006,128.05856029527308,7.997483592172431
187.07,1,15.290260615781802,0.2500000000000001,129.84299143299762,8.045032129447065
190.11,1,15.37959764294343,0.24999999999999997,132.19958058028445,8.12760005698896
193.13,1,15.467363435269707,0.25000000000000006,133.87735835806222,8.167614031118575
196.08,1,15.533397500278179,0.25,135.1599670537144,8.1914852134105
202.39,1,15.669387557386978,0.24999999999999994,138.5163500324378,8.233698451792353
205.29,1,15.73255970741876,0.25,139.03793276625075,8.237647640607484
208.24,1,15.750689787753046,0.25,139.58021217801544,8.241772764670321
211.09,1,15.796788779345501,0.25000000000000006,140.81397841178168,8.265169949753696
214.18,1,15.887041996641338,0.2500000000000001,142.22493731589125,8.291359557648713
217.69,1,15.978298927190618,0.24999999999999997,143.72493731589125,8.314345232465628
220.9,1,16.066786022001043,0.25,145.37957649114898,8.347984232433394
224.13,1,16.18163635253968,0.25,146.85446233589784,8.374006709526503
227.35,1,16.274098023559755,0.25,148.57638746958767,8.4101034218973
230.07,1,16.353955082250444,0.24999999999999992,149.46527635847656,8.422992812966408
233.24,1,16.45044766123387,0.25000000000000006,152.0425121308343,8.511426786137518
236.09,1,16.55366297824168,0.25,153.27096040669636,8.533884364551676
239.1,1,16.650053751511866,0.25,155.27762707336302,8.589974226488524
242.9,1,16.759913426525426,0.24999999999999997,157.400532101296,8.629491262031356
245.81,1,16.852244598088674,0.25,158.78624638701027,8.656734430359494
248.08,1,16.934429851433684,0.25000000000000006,160.13743686320075,8.699054111423315
251.94,1,17.043057916307387,0.24999999999999997,162.4488141087097,8.744558064187292
257.18,1,17.211883950752913,0.25000000000000006,166.0877029975986,8.814036096969723
260.27,1,17.32272127922718,0.25,167.45495963476674,8.83704960559414
263.4,1,17.424784896458526,0.25,169.24353106333817,8.876276790041581
266.1,1,17.51281518653574,0.25000000000000006,170.64249479390813,8.907650263522099
269.4,1,17.630720968671174,0.25000000000000006,171.7352100256962,8.920244311335338
272.03,1,17.725028542392007,0.24999999999999997,173.66903355510797,8.985151570425705
275.09,1,17.836283175844578,0.25,175.40766991874435,9.023172652666423
278.09,1,17.926728134198648,0.25000000000000006,177.27102395601142,9.068781584783228
284.18,1,18.106109122977283,0.24999999999999994,181.20005621407594,9.128651933625266
287.06,1,18.181794812368295,0.25,182.82717485814374,9.165395519277403
290.1,1,18.26916176535615,0.25,184.7884651807244,9.214173076763212
293.49,1,18.36860785060261,0.25,186.7593954132825,9.253623566867631
297.79,1,18.506569470664566,0.25,188.67903827042537,9.2767194028513
300.12,1,18.57362822993964,0.2500000000000001,190.05773649527742,9.315814484646086
303.18,1,18.664324586339866,0.24999999999999994,191.2768600012535,9.333342982337658
306.39,1,18.767038545478183,0.25000000000000006,192.8818600012535,9.361466310143491
309.39,1,18.8365639812075,0.25,195.44596256535607,9.449348792132096
312.16,1,18.93752857559929,0.25,196.78412681656383,9.474896525462627
315.19,1,19.027315737407726,0.24999999999999997,198.56647975774027,9.513657287912412
318.18,1,19.114292347427327,0.25,200.07658076784128,9.541650490473709
321.47,1,19.232002328051934,0.25,202.93745033305868,9.633427738306635
327.3,1,19.402541024946416,0.2500000000000001,206.26887890448725,9.674758401158527
330.17,1,19.49563043114345,0.2499999999999999,208.31887890448726,9.731758504513728
