z_m,z_quoted_error_m,z_assigned_error_m,T,T_quoted_error,T_assigned_error
197.5104,unstated,2,15.9,0.1,0.1
282.8544,unstated,2,20.0,0.1,0.1
368.1984,unstated,2,25.5,0.1,0.1
487.68,unstated,2,29.3,0.1,0.1
