zk_m,zk_quoted_error_m,zk_assigned_error_m,z0_m,z0_quoted_error_m,z0_assigned_error_m,z1_m,z1_quoted_error_m,z1_assigned_error_m,source_lith_cermak1982,source_lith_cermak1982_number_k_samples,source_lith_cermak1982_mean_k,source_lith_cermak1982_stdev_k,source_lith_cermak1982_min_k,source_lith_cermak1982_max_k
nan,nan,nan,6.7,nan,10,457.5,nan,10,[nan],nan,nan,nan,nan,nan
