### description, bullard_sense_option, z_top, z_base, R_T_fit_option, q, sigma_q, q_round, sigma_q_round, Q, sigma_Q, Q_round, sigma_Q_round, c, sigma_c, c_round, sigma_c_round, invq, sigma_invq, invc, sigma_invc
### values, upward, 48.150000, 339.160000, T_versus_R, 0.053380, 0.000574, 0.053400, 0.000600, 53.379815, 0.573525, 53.400000, 0.600000, 19.740177, 0.052499, 19.740000, 0.050000, nan, nan, nan, nan
zTk_m,zTk_error_m,T,T_error,R1_downward,sigma_R1_downward
48.15,1,10.618702986760207,0.25,36.47727272727273,0.39370078740157477
52.71,1,10.726205484990146,0.2500000000000001,39.71131528046422,0.5649569725246752
58.48,1,10.914943906075386,0.25,44.25462236707839,1.0051697095859666
61.92,1,10.962507086123694,0.24999999999999997,46.51778026181523,1.2797576256410443
65.92,1,11.120419455725417,0.25000000000000006,48.85696154836494,1.6564881677132979
69.12,1,11.188028937407143,0.25,50.54117207468073,1.882013066210218
74.19,1,11.331506455677781,0.25,53.54117207468072,2.3025657619717412
80.08,1,11.504348343486894,0.25,57.8720544276219,2.4156216961090364
85.08,1,11.652296171177426,0.25000000000000006,61.273414971839586,2.5634428026265565
90.1,1,11.787307804089547,0.2499999999999999,64.80862623944522,2.6560705139723546
96.09,1,11.97902055795264,0.25000000000000006,69.02693609860016,2.9509069274733233
99.98,1,12.11075816655424,0.25,71.86635215699432,3.038685891073648
105.25,1,12.309459345212597,0.25,75.24455728519945,3.09200641303019
110.71,1,12.498573936876724,0.24999999999999994,79.61255728519944,3.207394626690618
114.42,1,12.63177265266011,0.25000000000000006,81.82089061853279,3.2734315409480645
120.4,1,12.849133411122617,0.25000000000000006,86.4208906185328,3.3828859989679874
125.08,1,13.033657246951769,0.25,89.20660490424707,3.5128945537507055
128.3,1,13.159314823266259,0.2500000000000001,90.937787699946,3.6073005205113393
131.21,1,13.274114659219157,0.2500000000000001,92.65968119107026,3.755276785811968
134.87,1,13.406532170231479,0.25000000000000006,94.87786300925208,3.86358103975243
137.74,1,13.509664457109539,0.24999999999999994,96.59642588350358,3.9511965816747425
148.85,1,13.926903968380701,0.25,105.41388620096389,4.0956250556723575
155.29,1,14.183155638683933,0.25,109.7360338519706,4.1229443306133
159.08,1,14.326472691113388,0.25000000000000006,111.88944294287971,4.190061278445796
164.26,1,14.498758457629366,0.24999999999999994,115.36595300999379,4.272172449565925
170.08,1,14.696605961822309,0.25000000000000006,119.04949731379126,4.319452610213058
173.9,1,14.828688971884374,0.25000000000000006,121.24489961264183,4.4584310505623685
177.53,1,14.959642858452158,0.24999999999999997,122.83700487579972,4.54657681526341
180.45,1,15.064568508117631,0.25000000000000006,124.89334290396873,4.626645887983016
184.09,1,15.194473936554095,0.25000000000000006,128.05856029527308,4.677262418240624
187.07,1,15.290260615781802,0.2500000000000001,129.84299143299762,4.749446910833363
190.11,1,15.37959764294343,0.24999999999999997,132.19958058028445,4.849507276313966
193.13,1,15.467363435269707,0.25000000000000006,133.87735835806222,4.888815524724002
196.08,1,15.533397500278179,0.25,135.1599670537144,5.039652293886743
202.39,1,15.669387557386978,0.24999999999999994,138.5163500324378,5.061132640383274
205.29,1,15.73255970741876,0.25,139.03793276625075,5.120636171352812
208.24,1,15.750689787753046,0.25,139.58021217801544,5.162950941622931
211.09,1,15.796788779345501,0.25000000000000006,140.81397841178168,5.216949925573155
214.18,1,15.887041996641338,0.2500000000000001,142.22493731589125,5.253404596673382
217.69,1,15.978298927190618,0.24999999999999997,143.72493731589125,5.294513091139747
220.9,1,16.066786022001043,0.25,145.37957649114898,5.330861550078018
224.13,1,16.18163635253968,0.25,146.85446233589784,5.3372337891229416
227.35,1,16.274098023559755,0.25,148.57638746958767,5.343324150331317
230.07,1,16.353955082250444,0.24999999999999992,149.46527635847656,5.407815933354133
233.24,1,16.45044766123387,0.25000000000000006,152.0425121308343,5.443802366842193
236.09,1,16.55366297824168,0.25,153.27096040669636,5.50336446950361
239.1,1,16.650053751511866,0.25,155.27762707336302,5.623376317367182
242.9,1,16.759913426525426,0.24999999999999997,157.400532101296,5.690796021954611
245.81,1,16.852244598088674,0.25,158.78624638701027,5.848116514759293
248.08,1,16.934429851433684,0.25000000000000006,160.13743686320075,5.939378431034029
251.94,1,17.043057916307387,0.24999999999999997,162.4488141087097,5.9733118425028335
257.18,1,17.211883950752913,0.25000000000000006,166.0877029975986,6.0336325425698805
