> bullard_sense_option, R_T_fit_option, q, sigma_q, q_round, sigma_q_round, Q, sigma_Q, Q_round, sigma_Q_round, c, sigma_c, c_round, sigma_c_round, invq, sigma_invq, invc, sigma_invc> downward T_versus_R 0.053380 0.000574 0.053400 0.000600 53.379815 0.573525 53.400000 0.600000 8.379130 0.083012 8.380000 0.080000 nan nan nan nan
> downward R_versus_T 0.053063 0.000910 0.053100 0.000900 53.063389 0.909768 53.100000 0.900000 nan nan nan nan 18.845385 0.323103 -158.729920 4.858446
> upward T_versus_R 0.053380 0.000574 0.053400 0.000600 53.379815 0.573525 53.400000 0.600000 19.740177 0.052499 19.740000 0.050000 nan nan nan nan
> upward R_versus_T 0.053699 0.000472 0.053700 0.000500 53.699077 0.471727 53.700000 0.500000 nan nan nan nan -18.622294 0.163590 368.035233 3.129731
T,T_error,R1_downward,sigma_R1_downward,T_rev,T_error_rev,R1_upward,sigma_R1_upward
15.796788779345501,0.25000000000000006,140.81397841178168,140.81397841178168,15.978298927190618,0.24999999999999997,69.1092123846646,5.216949925573155
15.887041996641338,0.2500000000000001,142.22493731589125,142.22493731589125,15.887041996641338,0.2500000000000001,70.6092123846646,5.253404596673382
15.978298927190618,0.24999999999999997,143.72493731589125,143.72493731589125,15.796788779345501,0.25000000000000006,72.0201712887742,5.294513091139747
16.066786022001043,0.25,145.37957649114898,145.37957649114898,15.750689787753046,0.25,73.25393752254043,5.330861550078018
16.18163635253968,0.25,146.85446233589784,146.85446233589784,15.73255970741876,0.25,73.79621693430514,5.3372337891229416
16.274098023559755,0.25,148.57638746958767,148.57638746958767,15.669387557386978,0.24999999999999994,74.31779966811808,5.343324150331317
16.353955082250444,0.24999999999999992,149.46527635847656,149.46527635847656,15.533397500278179,0.25,77.67418264684147,5.407815933354133
16.45044766123387,0.25000000000000006,152.0425121308343,152.0425121308343,15.467363435269707,0.25000000000000006,78.95679134249366,5.443802366842193
16.55366297824168,0.25,153.27096040669636,153.27096040669636,15.37959764294343,0.24999999999999997,80.63456912027142,5.50336446950361
16.650053751511866,0.25,155.27762707336302,155.27762707336302,15.290260615781802,0.2500000000000001,82.99115826755826,5.623376317367182
16.759913426525426,0.24999999999999997,157.400532101296,157.400532101296,15.194473936554095,0.25000000000000006,84.7755894052828,5.690796021954611
16.852244598088674,0.25,158.78624638701027,158.78624638701027,15.064568508117631,0.25000000000000006,87.94080679658717,5.848116514759293
16.934429851433684,0.25000000000000006,160.13743686320075,160.13743686320075,14.959642858452158,0.24999999999999997,89.99714482475618,5.939378431034029
17.043057916307387,0.24999999999999997,162.4488141087097,162.4488141087097,14.828688971884374,0.25000000000000006,91.58925008791407,5.9733118425028335
17.211883950752913,0.25000000000000006,166.0877029975986,166.0877029975986,14.696605961822309,0.25000000000000006,93.78465238676463,6.0336325425698805
17.32272127922718,0.25,167.45495963476674,167.45495963476674,14.498758457629366,0.24999999999999994,97.46819669056211,6.117457344948729
17.424784896458526,0.25,169.24353106333817,169.24353106333817,14.326472691113388,0.25000000000000006,100.94470675767619,6.208212532473258
17.51281518653574,0.25000000000000006,170.64249479390813,170.64249479390813,14.183155638683933,0.25,103.0981158485853,6.264778114629272
17.630720968671174,0.25000000000000006,171.7352100256962,171.7352100256962,13.926903968380701,0.25,107.42026349959201,6.3627732841528255
17.725028542392007,0.24999999999999997,173.66903355510797,173.66903355510797,13.509664457109539,0.24999999999999994,116.23772381705231,6.61086366859639
17.836283175844578,0.25,175.40766991874435,175.40766991874435,13.406532170231479,0.25000000000000006,117.95628669130382,6.6680587318847
17.926728134198648,0.25000000000000006,177.27102395601142,177.27102395601142,13.274114659219157,0.2500000000000001,120.17446850948564,6.728292318758369
18.106109122977283,0.24999999999999994,181.20005621407594,181.20005621407594,13.159314823266259,0.2500000000000001,121.8963620006099,6.783192251214777
18.181794812368295,0.25,182.82717485814374,182.82717485814374,13.033657246951769,0.25,123.62754479630884,6.828209865367508
18.26916176535615,0.25,184.7884651807244,184.7884651807244,12.849133411122617,0.25000000000000006,126.41325908202312,6.887891329145948
18.36860785060261,0.25,186.7593954132825,186.7593954132825,12.63177265266011,0.25000000000000006,131.0132590820231,7.0090874810601065
18.506569470664566,0.25,188.67903827042537,188.67903827042537,12.498573936876724,0.24999999999999994,133.22159241535644,7.064349852463608
18.57362822993964,0.2500000000000001,190.05773649527742,190.05773649527742,12.309459345212597,0.25,137.58959241535644,7.188426259787506
18.664324586339866,0.24999999999999994,191.2768600012535,191.2768600012535,12.11075816655424,0.25,140.96779754356155,7.258297199607979
18.767038545478183,0.25000000000000006,192.8818600012535,192.8818600012535,11.97902055795264,0.25000000000000006,143.8072136019557,7.3430434003921805
18.8365639812075,0.25,195.44596256535607,195.44596256535607,11.787307804089547,0.2499999999999999,148.02552346111065,7.434052820017072
18.93752857559929,0.25,196.78412681656383,196.78412681656383,11.652296171177426,0.25000000000000006,151.56073472871628,7.516976083666932
19.027315737407726,0.24999999999999997,198.56647975774027,198.56647975774027,11.504348343486894,0.25,154.96209527293396,7.592405806524925
19.114292347427327,0.25,200.07658076784128,200.07658076784128,11.331506455677781,0.25,159.29297762587512,7.689705805016005
19.232002328051934,0.25,202.93745033305868,202.93745033305868,11.188028937407143,0.25,162.29297762587512,7.743247184985178
19.402541024946416,0.2500000000000001,206.26887890448725,206.26887890448725,11.120419455725417,0.25000000000000006,163.9771881521909,7.780959045802533
19.49563043114345,0.2499999999999999,208.31887890448726,208.31887890448726,10.962507086123694,0.24999999999999997,166.31636943874062,7.829568663173393
19.591730537501753,0.25000000000000006,209.90904283891348,209.90904283891348,10.914943906075386,0.25,168.57952733347747,7.890277035183069
19.681394141711326,0.25,211.61761426748492,211.61761426748492,10.726205484990146,0.2500000000000001,173.12283442009166,8.000524223449046
19.771031998362602,0.24999999999999997,212.8341497005558,212.8341497005558,10.618702986760207,0.25,176.35687697328316,8.07618760082246
